source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,fca_methods,omop_domain,suggested_concept_id,suggested_concept_name,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
3041900645,Cognition,C0040.00,A,cognition,,Observation,0,,string,,,,,EHC LTAC SLP 2 WEEK REVIEW,Update Summary,1
3041900646,Swallowing,C0067.00,A,swallowing,,Observation,0,,string,,,,,EHC LTAC SLP 2 WEEK REVIEW,Update Summary,1
3041900647,Speech,C0075.00,A,speech,,Observation,0,,string,,,,,EHC LTAC SLP 2 WEEK REVIEW,Update Summary,1
3041900681,Cognitive Assessment,C0040.00,A,cognition,,Observation,0,,string,,,,,EHC PT PELVIC FLOOR COGNITION AND HEARING,Cognitive Assessment,1
3041900709,Fluid Intake,C0087.00,A,intake,,Observation,0,,string,,,,,"IP EHC PT PELVIC RELEVANT LIFESTYLE FACTORS FOR BLADDER, BOWEL, PELVIC FUNCTION","Relevant lifestyle factors for bladder, bowel, pelvic function",1
3041900738,Repetitions before fatigue,C0025.00,A,fatigue,,Observation,0,,string,,,,,T EHC PT PELVIC FLOOR EVAL PELVIC FLOOR EXAM NAV,Muscle Testing,1
3041900740,Fast twitch repetitions before fatigue,C0025.00,A,fatigue,,Observation,0,,string,,,,,T EHC PT PELVIC FLOOR EVAL PELVIC FLOOR EXAM NAV,Muscle Testing,1
3041900742,Use of compensations to perform pelvic floor muscle contraction,C0066.00,A,contraction,,Observation,0,,custom_list,,,,None|Breath holding|Abdominal muscle engagement|Hip muscle engagement|Whole body muscle engagement|Other (Comment),T EHC PT PELVIC FLOOR EVAL PELVIC FLOOR EXAM NAV,Muscle Testing,1
3041900779,Unintentional Weight Change?,C0131.00,A,weight,,Observation,0,,custom_list,,,,Yes|No,EHC IP FN MALNUTRTION,As Evidenced by Malnutrition Symptoms,1
3041900780,% Weight Change,C0131.00,A,weight,,Observation,0,,custom_list,,,,1-2% / 1 week|> 2% /1 week|5%/ 1 month|>5% / 1 month|7.5%/ 3 months|>7.5%/ 3 months|10%/ 6 months|>10%/ 6 months|20%/ 1 year|>20%/ 1 year,EHC IP FN MALNUTRTION,As Evidenced by Malnutrition Symptoms,1
3041900781,Total Estimated Energy Intake,C0087.00,A,intake,,Observation,0,,custom_list,,,,<75% of estimated energy needs for >7 days|<50% of estimated energy needs for > 5 days|<75% of estimated energy needs for > 1 month|< 75% of estimated energy needs > 3 months|< 50% of estimated energy needs for > 1 month,EHC IP FN MALNUTRTION,As Evidenced by Malnutrition Symptoms,1
3041900793,Hand Grip Strength,C0006.00,A,grip_strength,,Observation,0,,string,,,,,EHC IP FN MALNUTRTION,As Evidenced by Malnutrition Symptoms,1
3041900799,Pain-Legs-(Rest),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Normal position or relaxed|Uneasy, restless, tense|Kicking, or legs drawn up",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900800,Pain-Activity-(Rest),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Lying quietly, normal position, moves easily|Squirming, shifting back and forth, tense|Arched, rigid or jerking",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900801,Pain-Cry-(Rest),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"No cry (Awake or asleep)|Moans or whimpers, occasional complaint|Crying steadily, screams or sobs, frequent complaint",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900802,Pain-Consolability-(Rest),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Content, relaxed|Reassured by occasional touch, hug or being talked to|Difficult to console or comfort",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900803,Pain Score-(Rest),C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900805,Pain-Legs-(Activity),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Normal position or relaxed|Uneasy, restless, tense|Kicking, or legs drawn up",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900806,Pain-Activity,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Lying quietly, normal position, moves easily|Squirming, shifting back and forth, tense|Arched, rigid or jerking",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900807,Pain-Cry-(Activity),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"No cry (Awake or asleep)|Moans or whimpers, occasional complaint|Crying steadily, screams or sobs, frequent complaint",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900808,Pain-Consolability-(Activity),C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Content, relaxed|Reassured by occasional touch, hug or being talked to|Difficult to console or comfort",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
3041900809,Pain Score-(Activity),C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,"Rehab Pain Assessment FLACC (Face, Legs, Activity, Crying, Consolability) Beginning of Session",60
